	AttackType_index	EmailText	SenderFace	PhishIrisPath	Caption	Grover
2322	SocEng. 175-1	"From: Mrs Farah Al-hashemi
Title: I NEED YOUR URGENT  ASSISTANCE PLEASE
 I NEED YOUR URGENT  ASSISTANCE PLEASE From: Mrs Farah al-Hashemi Address: Chiang Rai hospital 31-12 Chiang Rai - Lampoon Rd, ,Chiang Rai Thailand Dearest Beloved , ,  Please accept my apologies for contacting you, I have to seek for your help in a business transaction. I have a client who is a merchant in Thailand and he wanted to transact - cash (monetary) with  a  foreign company  without the need for our involvement. He wanted to do a deal of (US$29.5M)ange  d'accorde, cash payment and lease of (US$25M)ange m'infomation.  Details will be  disclosed when you send the money over to the new company. If you accept to work with me,  you will be given 40% of the total sum as compensation,  60% will be for me. You must have noticed that I am taking extreme care in this transaction,  because I need your assistance to invest my share in your country on the 51 %'s,  because I cannot leave the country due to the restriction of movement imposed on my  family by the Thai Government as a result of this transaction.  I have decided to grant our request to you, if you accept to assist me in  investing my share in your country, then all you need to do is send me an email to  indicate your interest and the nature of your business so that we shall adjust the percentage of the total sum that you will  be given to us.  If you are interested, contact me as soon as you receive this message  so we can go over the details. Thanking you in advance and may God bless you. Yours sincerely, Mrs Farah al-Hashemi

"	Face_generator-1600 result/face_generator-0175.png	Social_Engineering-800_result/social_engineering-175.png	a large body of water with a large body of water; a large white bird flying over a body of water; a large body of water with a large body of water in it	Machine
2323	SocEng. 175-2	"Title: Re: I NEED YOUR URGENT  ASSISTANCE PLEASE
Dear Mrs Farah Al-hashemi:

I have received a number of emails regarding my transfer request.  I have accepted the transfer request and will be transferring my request to the Payroll Manager on Monday,  next week.  Please review my request asap and let me know if there are any other changes.  Thank you.

Margie 53706

"	Face_generator-1600 result/face_generator-0975.png			Machine
2324	SocEng. 175-3	"From: Mrs Farah Al-hashemi
Title: Re: Re: I NEED YOUR URGENT  ASSISTANCE PLEASE

Dear again:   I still have some urgency issues with my transfer to another department and have asked  for your immediate assistance.  The transfer agent on my request said that he or she had reviewed the transfer request and approved it without any problems.  The Payroll Manager on my request said that she had reviewed the request and also approved it.  She or the Head of the Payroll Division have instructed their employees to look into it now that it is classed as an urgent request and will be a priority in the next transfer negotiation.      I still do not understand how the Transfer Agent classed the transfers as such and I have not received any response or direction on how to proceed.    I still would like to discuss the transfer with the Payroll Manager directly but I need some assistance with this transfer issue.     You can reach me at either the FARHOU or at (303) 782-1492 ext 713.             I look forward to discussing this request with you on the afternoon of Monday,  second of July.       Sincerely,          Kim.B.Holcomb


 "	Face_generator-1600 result/face_generator-0175.png			Machine
2325	SocEng. 176-1	"From: Dr. Ibrahim Quattara
Title: FROM:DR.IHADQUATTARA
 FROM:DR.IHADQUATTARA FROM:DR.IHAD.IQUE QUATTARA UPCOMING MEETINGS MARKET STAGE, LAGOS, NIGERIA Email:ialu2@caramail.com ATTN:SIR/C.E.O,I am DR.IHAD.IQUE QUATTARA the Manager of Contracts Award and review  Office at the National Petroleum Institute (NNPA) in (Nigeria)with my colleague. We are in need of a  joint business venture private investment, of a huge capital and a settled business in your country.  Let me start by introducing myself properly to you. My colleagues and I are here today because of the business opportunity presented to us by the fact that the Federal Government of Nigeria has approved the contract value for the purchase of crude oil from a privateer firm of the same name. This contract was originally awarded to Denmark  in the amount of USD$30,000,000.00 (Thirty Million United State Dollar) but has since been approved to our behalf by the Federal Government of Nigeria. The contract was supposed to be settled in your favor but now that I and some of my colleagues are here on leave leaving for a business trip to the USA we determined to transfer the fund to a foreign account. We intend to invest the fund in any profitable business in your country with your assistance.  I have the authority of my colleagues involved in the award and review and the relevant document covering the award and review is with my colleague involved in the purchase. Now that I am here, we want to establish a joint business investment in your country with you as our foreign partner.  What we want from you is (1) a country, (2) a reliable and suitable location (3) a good remuneration (4) a share bequeing to you as soon as the fund reaches your custody.  If you accept to work with us, the following requirements must be met: (1) We must have both an open end of contract and a closed end of contract (2) the contract must be of a timely nature (3) the remuneration must be reasonable (4) both parties must be adequately rested at the end of the transaction. The transaction will be successfully concluded within 10 days if you accord us your unalloyed and due cooperation if you should provide a satisfactory account where the fund will be remitted to you. If you are interested, contact me for further discussion and discussion. If this proposal is acceptable by you, please endeavor to contact me immediately so that we can discuss the modalities of your business partnership. I await for your urgent response. Yours faithfully, Dr. Ibrahim Quattara

"	Face_generator-1600 result/face_generator-0176.png	Social_Engineering-800_result/social_engineering-176.png	a view of a glass window from the ceiling; a view of a train station with a train in the background; a view of a train station with a train passing by	Machine
2326	SocEng. 176-2	"Title: Re: FROM:DR.IHADQUATTARA
Dear Dr. Ibrahim Quattara:

I have been out of the office and have just seen what I believe to be a mistake on your end regarding the email you sent my way.   Apologetically, I was not in charge of delivering the email to you, as I had instructed my assistant to do.  However, I was able to retrieve it after your assistant had sent it back to me.   Please respond ASAP to this clarification so that I am not held to a higher standard.   Once I have had a chance to look at the attached data sheet with a little more understanding, I would think that we could work out a reasonable basis for a claim against GM, as I have discussed with Adrian last week.   This claim would have to meet both of my pre-negotiations for her to even consider accepting the letter.   Not to mention, there is ancillary service that GM provides to the insurance companies that pays for the  premiums that other companies are paying for the claims that are being made against them.   The additional detail I gave you is just to hammer home how little understanding I have for the  claim and have you consider the additional information I would need to provide to support a claim that  is quite possibly the most egregious example of entitlement around.   I need to send this out this afternoon, so I need  to get it to a place in memory for Ken and Susan.   Thanks for your help.   -----Original Message----- From: 	Ibid.pdf  

""Acknowledgements"" <earl.strudwick@wfsg.com> on 03/17/2000 02:02:32 PM To:�Ibid.doc, Eddie A Collins/HOU/ECT@ECT cc:DeliveryDateIbid.doc Subject:	RE: Re-Held Contract

This is great.   We can start the conveyance process today and it should be completed in time to accept into our clutter.  Can you call Sandy in New York to take care of this?


Thanks.

Dr. Syed

 -----Original Message -- Original Message -----Original Message ----- From: 	Ibid.doc  SYED/HOU/ECT I have accepted the contents of the Re-Held Contract.  modified to include language and also modified to accept the provision of fuel payments in the form of checks as payment. Endorsed . Agreement. This is now included in the heady charter and the revised

"	Face_generator-1600 result/face_generator-0976.png			Machine
2327	SocEng. 176-3	"From: Dr. Ibrahim Quattara
Title: Re: Re: FROM:DR.IHADQUATTARA
This is good to know.

From:   Syed Athaar@icloud.com     Sent:     Tuesday, May 16, 2000 3:21 PM To:                        Subject:        From:                    04/16/2000 03:43 PM                                INTERMED CAR AUTOMATIC AIR    >  >              DATE:                             SECONDARY SCHOOL G.E. >   >                        WASHINGTON, DC > AIRPORT > DC >    >            DEPART AIRPORT > BRD ~ NEAR > TEXAS >  CONTINENTAL AIRLINES > FAR  END INUITE > AIRCRAFT:  Catalpa Aero > Boeing 753rd Flt Rm ~ Houston, Texas >                            LAS VEGAS >    >                   CO >     > TROY, IN THE HOUSTON BRIDGE >         >          ETA:                     2/21/2000                                                                                     "	Face_generator-1600 result/face_generator-0176.png			Machine
2328	SocEng. 177-1	"From: Mr.Malick Camara
Title: Business Proposal
 Business Proposal From: Mr.Malick Camara Property,   L'Appel Oune. Luxe,   Découvrez une nouvelle façon d'obtenir des réponseseses.   Const. Ministry of Energy,   C.E.O POWER OIL CHEMICAL SUPPLY LTD, L'Amerique,   TEL: +31 613 821 617. Fax: +31 613 821 607 E-MAIL:   malickcamara@latinmail.com DEAR SIR/MA, THROUGH THE COURTESY OF BUSINESS OPPORTUNITY, I TAKE LIBERTY ANCHORED ON A STRONG DESIRE TO SOLICIT YOUR ASSISTANCE ON THIS MUTUALLY BENEFICIAL AND RISKFREE TRANSACTION WHICH I UNFORTUNATELY ASSURED TO YOU. I AM MR.MALICK CAMARA, A CHEMICAL ENGINEER BY   PROFFESSION AND THE MANAGER OF LAND INVESTMENT DEPARTMENT OF NICARAGUA WHICH WAS ON SEPTEMBER 12, 1999, ONE OF THE INVESTORS WITH THE CHEMICAL ENGINEER COMMUNITY IN BENTES,   US TO A SECURITY COMPANY FOR FUND TRANSFER. THERE WERE SERIES OF CONTRACTS EXECUTED BY A CONSORTIUM OF MULTI-NATIONALS IN THE OIL OIL CHEMICAL TRUST AVAILING FROM A FOREIGN COMPANY FOR INVESTMENT PERCENTAGE, 90% OF WHICH WAS PUBLISHED BY ONE JOHN KABILA (SEARCH) AFRO, IN FAVOUR OF INFLUENCE FROM MY OFFICE, I RECEIVED INFORMATION FROM A RELIABLE SOURCE WHO DESCRIBED YOUR COUNTRY AS BEING ECONOMICALLY CONDUCIVE FOR INVESTMENT AND HER PEOPLE AS TRANSPARENT, HONEST AND TRUSTWORTHY TO INVESTMENTS. AFTER DISCOVERY, I DISCLOSEED THE CONSIGNMENT AT THE SECURITY COMPANY. MY COLLEAGUE AND I HAVE AGREED TO OFFER YOU 20% OF THE TOTAL CONSIGNMENT, WE HAVE THEREFORE DECIDED TO DISCLOSE YOUR COUNTRY AS BOUNDING ON BEHALF OF OVERSEAS INVESTMENT AGREEMENT AND NEGOTIATE TOGETHER. TO EFFECT THE MOVE, WE REQUIRE THE FOLLOWING FROM YOU : 1) A SAFE ACCOUNT INTO WHICH THE FUND WILL BE RECEIVED 2) YOUR TELEPHONE AND FAX NUMBER FOR COMMUNICING THIS MONEY BETWEEN  YOURS AND THE WHOLE FAMILY 3) YOUR PERSONAL PRIVATE INFORMATION ABROAD FOR THE RECEIT OF THE FUND IN YOUR POSSESSION AND ADMINISTRATION. THE TRANSACTION WILL BE GIVEN EQUAL LEGAL BACKING THAT IS GIVEN TO AN  EXECUTED CONTRACT. THERE IS ABSOLUTELY NO RISK INVOLVED. IT IS 100% RISK  FREE. EVERY ARRANGEMENTS TOWARDS IT SUCCESSFULL PROCESSING HAVE BEEN  PERFECTED. THE SPECIFIC INFORMATION ABOUT YOU WILL BE REVEALED TO YOU WHEN APPROVED BY THE  COURTS OF THE INVESTMENT DEPARTMENT. ONCE MORE I WANT YOU TO UNDERSTAND THAT HAVING PUT IN OVER TWENTY FIVE YEARS IN THE CIVIL SERVICE OF MY COUNTRY, I AM AVERSE TO HAVING MY IMAGE AND CAREER DENTED. I WILL MISS YOU SO HAPPY, SO WELL AND WILL BE HAPPY TO HEAR FROM YOU IN RETURN. THANKS AND GREETINGS. MR.MALICK C. CAMARA.

"	Face_generator-1600 result/face_generator-0177.png	Social_Engineering-800_result/social_engineering-177.png	a large body of water filled with lots of boats; a large body of water with a boat in it; a large body of water filled with lots of water	Machine
2329	SocEng. 177-2	"Title: Re: Business Proposal
Dear Mr.Malick Camara:

I have been out of the office and have just seen your response.  Appreciate it.

-----Original Message----- From: Ms.   Skilling, Theresa  Sent: Thursday, March 05, 2001 4:55 PM To: Mr.   Malick, Richard Subject:    FW: Business Proposal

I need to have dinner with Warren and his family in LA on Thursday.  Should be able to get that done in time.

-----Original Message-----  From:    Bresnan, Jamie  Sent: Thursday, March 05, 2001 2:39 PM  To:              Malick, Richard Subject: Dear Mr.   


My name is Richard Malick (pronounced ""rick"")  ""Mallettpsi"" in the morning and my address is Vancouver, Canada"").    if you are out of course  France.  do you want to come to get together and I can put up  this falls on the weekend?



I am coming to  don't you?
- *kiss my house is too!
   I just thinking a little cheaper.
  -~:: -o Mike *sigh!
  -----Original Message: Tuesday, just in case you don't print and maybe you don't y'v > send > the way!
 
 -----Original Message:
MGTFO>To: _______________________________________________________________
Mr. _______________________________
 > _________
Thanks 
__Original Message: _______________________________Original Message:  __________________________________________Original Message: 
From:    From:   Re: __________________________________________________________
On Behrougavemichael.~====================================== Tuesday, Thursday,  __________________________________________

   __        __________________________________

 <gold. © Copyright © 2001- Enron AIMPORT FRI 12/gdmichael  
To : *Crescent City of Atlanta, Tx2.:  VAR24       From: Phoenix,   SOUTHURBevergladmire Farmer,  Mapes /Houston,     
  
@ gregarding       Lomas,   Charles C.Cherbal,  Mary Clayton, Jeff Skilling & Co.,

"	Face_generator-1600 result/face_generator-0977.png			Machine
2330	SocEng. 177-3	"From: Mr.Malick Camara
Title: Re: Re: Business Proposal

Dear Mr. 
  -----Original Message----- 
 From:    Flores, Arturo  
 Sent:   Thursday, January 29, 2001 8:14 AM
 To:      Bresnan, Jamie 
 Subject:  
 
 
 We can get together in the next  day or two and come back in the afternoon to finish the deal.  I'd like to  think about it until I leave in the morning.  If you don't know, I'm leaving in the  morning for California.  I'll be back in the  morning to finish the deal, but in the mean time I'm trying to get together with the kids and my wife to sort this  out.  I'm not sure I can get back to you immediately but I'll call  you again in the afternoon.  If you don't hear from me by noon,  I'll have finished the deal and am dropping my kids off at school.  I'll be home in the  morning to sort this out.  I'm sure you will have some questions for me I'm  trying to answer for you.  I'll leave you a message next time I see you.  

Love, Arturo  x36192

-----Original Message----- 
 From:   Flores, Arturo  
 Sent:   Thursday, January 29, 2001 8:17 AM 
 To:      Skilling, Jeff 
 Subject:  
 
  -----Original Message----- 
 To:   ""Hugh"" <hugh.skilling@enron.com>
 cc:  
 Subject:  
 
 Hi Guys

   I hope you have a great New Year.   I'm working on getting myself together to go skiing in California.  I need to get  a reservation in case you don't win a game or two.   I'm not sure if you have played by April 14th.   I will go again and again until I win a game or two.   If the snow doesn't fall when you get back, the ice will melt.  We need to get together and figure out a way to get to California.    I need to ask my wife some questions about the whole ""no more hot chocolate's"" thing.  I need to get some  a calendar from her so I can start the new"	Face_generator-1600 result/face_generator-0177.png			Machine
2331	SocEng. 178-1	"From: MR.MICHEAL LAUDER
Title: VERY URGENT
 VERY URGENT DR.MICHEAL LAUDE  MOBUTU TU JUNKO, E-MAIL-ADDRESS   : macaulay86@netscape.net    : +27-73-509-65-55                                            URGENT BUSINESS ASSISTANCE. FROM MRS.LAUDER LAUDER FEDERAL SECRETARIAT, LAGOS, NIGERIA. CONTACT   :+27-83-535-7661                                                                                                                       URGENT BUSINESS ASSISTANCE. Dear Sir/madam, I know that this proposal letter might come to you as a surprise as we have not known before, but be sure that it is real and a genuine business. I am a member of the contract award and monitoring committee set up by the government of Nigeria under the present civilian dispensation to supervise the activities of national and international contractor with regard to the fiscal policy of the country. I came to know of you in my search for a reliable and reputable person to handle a very confidential transaction, which involves the transfer of a huge sum of money to a foreign account. There were series of contracts executed in favour of the Federal Government of Nigeria in the past several years. The total value of these contracts were sub-bid and executed to the satisfaction of the original contractors. As a civil servant still in active government service, I am forbidden by law to operate an account outside the shores of Nigeria. Hence this message to you seeking your assistance so as to enable me present your private/company account details as a beneficiary of a foreign account, and to enable me transfer the total amount to your designated account. On actualisation, the fund will be disbursed as stated below. (i) 20% of the fund will be for you as beneficiary; (ii) 80% of the total fund will be for us. All logistics are in place and all modalities worked out for a smooth actualisation of the transaction within the next few working days of commencement. For further details as to the workability of this transaction, please reach me as soon as possible for further clarification. Please call me on receipt of this mail on Tel:234-1-7756245 Please call me on receipt of this mail on Tel: 234-1-7756245 Please call me on receipt of this mail on Tel: 00976-60-7788 Please call me on receipt of this mail on Tel: 00976-60-7788 Please call me on receipt of this mail on Tel: 00976-60-7788 Please call me on receipt of this mail on Tel: 00976-60-7788 Thank you and God bless as i await your urgent response. Yours Sincerely, Mrs.Linda Burney

"	Face_generator-1600 result/face_generator-0178.png	Social_Engineering-800_result/social_engineering-178.png	a person is flying a kite in the air; a large body of water with a sky background; a person is flying a kite in the sky	Machine
2332	SocEng. 178-2	"Title: Re: VERY URGENT
Dear MR.MICHEAL LAUDER,

I just got off the phone with Bradley Schaefer at  MHP. He and his group are involved in a HUGE project called  Supermicro.  I talked to him about taking a look at an idea he had and putting it  into practice.  It is basically a pilot program in a commercial setting.  It will be  up and running in about 4 weeks.  I think you might be interested in  what he has planned to do.   In fact, I am trying to get together with your business acct. lady to  brainstorm some ideas on how to use the plane. lease.   We have a 5 year lease at the  airport. We want to get it into proper financing.   Unfortunately, the bank won't do it  for free.  Then we had to go to the Urban Moving Image Board (more  commonly known as the OMB).   Their general counsel is Jeff Stuffow and my dad is his supervisor.   Basically, they are saying that if we want to  use the airport as our headquarters, we need to get a financing  plan in place.   The good news  is that the lease allows us to build what are essentially ""asseternal features"" on top of what  the real estate is.        This would be good  for the bank. the city of  Phoenix. well being. The bad news       That is, as of late June 2001 there is a large (the  leases go figure to start with a small townhomecoming up there), there is a big hassle with its own airport and the big buildings and two  other problems. I don't want  present themselves, and there is this is a major hub by far more difficult to navigate . the  present. I need of these  the airport. I think its time frame.      You need to start.  I am starting with the big picture on this in the larger picture, the more expensive and larger city of the year, and we start the larger picture. The good news is. picture is less attractive.  more appealing aspect, but I think its time frame, cheaper , and the larger and cheaper, and we can use  more attractive to  attractive as of a favorable  and as of the airport does not too, for the. I think it also offer  present  more reasonable  more readily.  and have.     more attractive as

"	Face_generator-1600 result/face_generator-0978.png			Machine
2333	SocEng. 178-3	"From: MR.MICHEAL LAUDER
Title: Re: Re: VERY URGENT

I'll be out of the office  March 21.  I just got off the phone with our  CFO about moving some of our inventory  out of the jurisdiction.  We just got done making a phone  call to a few of our larger customers in California who are tied  up in large transactions.  Most of the inventory is sitting in Asian market, where  it would take a lot longer than it would  here.  Also, there are some big purchases coming up that we need to  close before the month is out.  We will be able to use the new location by  April as it is closer to our office.


 "	Face_generator-1600 result/face_generator-0178.png			Machine
2334	SocEng. 179-1	"From: TOEFAX.NET
Title: FROM ASSOCIATES,
 FROM ASSOCIATES, From, ASSOCIATES, FOREIGN REMITTANCE DEPARTMENT, LONDON, W.1 4NT                                                              URGENT BUSINESS PROPOSAL DESK, UNITED BANK OF AFRICA PLC.  ATTN:SIR/CEO/DIRECTOR/CEO,                            SMOOTH JUNCTURE, UNITED BANK OF AFRICA PLC. ATTN:SIR/CEO/DIRECTOR,                                URGENT BUSINESS PROPOSAL AND AFTER THE FOREIGN REMITTANCE DEPARTMENT RECIVED YOUR CONTACT IN THE COURSE OF OUR INVESTIGATION,I WAS DISABLED AND HIDING FROM THE PILOT. SINCE I HAVE NO OTHER PERSON OR REPRESENTATIVE IN WARD TO ASSIST ME AND SO I DECIDED TO SOLICIT YOUR ASSISTANCE IN ACTING AS ONE OF THE CUSTOMERS ACCOUNTANT AND ALSO INVESTING IN YOUR COUNTRY TO ASSIST ME TO INVEST THE VALUED CONSIGNMENT. I WANT YOU TO ASSIST ME TO INVEST THE VALUED CONSIGNMENT. THERE IS NO RISK INVOLVED BECAUSE I HAVE TURNED ALL THE INVESTMENT OF MY LIFE INTO INVESTING YOUR SAME. I AM 21 YEARS OLD, AND SORRY FOR THE EXCESS I SAID WAS INCORRECT.BUT I WILL LIKE TO ASYLUM FROM THE EFFECT OF MY PROFILING OUT COUPLED,BELO TENDERS TO AVOID ANY COUNTRY IN WHICH I WANT TO CONCLUDE MY CONSIGNMENT AS HIS OWN PERSON AND RELATION.AND I DON'T WANT MY IMAGE TO BE DRAGGED TO THE DISEASES LESS THAN AM I WANTING.I WANT TO INVEST MY PRESENT AND TIMES IN A GULF BECAUSE I DON'T HAVE ANY BANK ACCOUNT. AND AS TIME GOES ON, I WILL BE HAPPY TO SEE YOU GET BACK TO ME IMMEDIATELY BY FAX, TELEPHONE AND FAX NUMBER, LET ME KNOW YOUR CONNECTION,CONTACT ADDRESS, YOUR LANGUAGE,PHONE AND FAX NUMBER SO THAT I CAN OPEN A DEPOSITE BIND THE BALANCE AND INHERITANCE RATIO TO ALL THE ACCOUNTS IN THE FSS. I WANT TO BELIEVE THAT YOU WILL NEVER LET ME DOWN IN INVESTING THIS MONEY, SO PLEASE REPLY URGENTLY. ALL RESPECT AND CONFIDENTIALITY SHOULD BE WELLING AND BE BELIEVED. IN ADDITION,I ALSO WANT TO ASYLUM YOU FROM ALL EVASION OF THIS MUTUALLY CONFIDENTIAL PROPOSAL. I AWAIT URGENT REPLY. YOU CAN ALSO WRITE ME ON THE ABOVE E- MAIL TO THIS ADDRESS. I AM GIVEN THE MOST URGENT AND CONFIDENTIAL RESPECT BY THIS MAIL TO ANY PERSON UNDER THE CONDITIONS OF THIS CONFIDENTIAL LETTER. WOULD BE SERIOUSLY REPLY TO MY PRIVATE EMAIL (richcoll891@tatanova.com.au ) ALSO REPLY TO MY PRIVATE EMAIL AND ALSO MAKE SURE TO KEEP TRACK OF MY PERSONAL MAIL SPEEDY (richcoll891@tatanova.com) ALSO REPLY TO MY ""MARKET"" BOX ONLINE at:richcoll891@tatanova.com.au. AWAIT YOUR URGENT RESPONSE AS REGARDS INVESTMENT OF THIS MONEY IN YOUR COUNTRY. MEANWHILE,I WAS ALSO BORN TO THE FAMILY OF MR AND MRS. VINCENT COEX, AN OIL MERCHANT WITH THE FEDERAL GOVERNMENT OF NIGERIA. ONE OF MY HUSBANDS WAS IN THE COCOA-SLOVIA WAR, AND WAS ALSO A MILITRY MAN IN HISFOR CIVILIAN SUPPORT WHEN HE WAS IN PERIOD ONE

"	Face_generator-1600 result/face_generator-0179.png	Social_Engineering-800_result/social_engineering-179.png	a close up of a person holding a cell phone; a close up of a keyboard and a mouse; a close up of a person holding a remote	Machine
2335	SocEng. 179-2	"Title: Re: FROM ASSOCIATES,
Dear TOEFAX.NET
I received a long time ago. Please take a look and maybe you 
Cortney here are off 
Ron Carroll - in time
From: -----Original Message:   From:   ""Vince A.Marleneauvincent, M.B., Ph.Marty,"" Roy, Jason""Andy,""M.Prest assured Roy, David"" to Greg M.Bryan"" Smith"" Smith"" Tate
Sent: 
----- Sent:  
To:  10/HOU/HOU/HOU/HOU/Enron - 10/HOU/ECT@ENRON / DC via:  M/E-E-MA 02/L/L (Get down to Fax (Bill - Houston (Bill at 4.O'time) 4.A handful E-Number) / Richardson / Houston (Bill / Gary  E-Number 4-Line / Morrison.MHP  M.B) / Gary  P.CcgMeter /R.O)
V.Curt / Richardson /Tom / New Mexico City Hall (HOU / Tom / Edson / Dallas
Vince / Richard   Raymond  - Brazil / Richardson / Houston (Division / Gary / Gary / Tom / Richardson / Gary)
Vern - Situation  George P.  Ray Davis  Phylland Gary / Houston / Richardson / Houston
Vt 61313173121/ Jerry Daren Wells / Richardson / Richardson / Richardson / H.V )


P.Com-Southwest V. / Richardson / Richardson / Richardson / Richardson / Houston (Division / Richardson / Richardson / Tex / Richardson / Edmonde   Gary  Marty Plumbers / Richardson /Richmond  Richardson / Richardson / Richardson / Richardson / Richardson  Raymond  Joseph / Davis / Richardson / Richardson / Richardson / P.  Richardson / Richardsonville
M.V.  Richardson / Richardson / Richardson / Houston / Houston / Richardson / Richardson / Houston / Richmond  Lynn / Houston / Richardson / Richardson / Richardson  Postmaster / Davis / Tx. / Richardson / Richardson / Tx-Houston)
    Richardson    Richardson / V.   Foster  Joseph / Proctor / Houston / Houston /  Richardson /  Richardson / Richardson / Richardson / Richardson v.V.V . /  V.  Richardson

  Richardson / Richmond /  Richardson /  P.M.C.City



V.

"	Face_generator-1600 result/face_generator-0979.png			Machine
2336	SocEng. 179-3	"From: TOEFAX.NET
Title: Re: Re: FROM ASSOCIATES,

Dear         You are on the    list of       interested parties so the attached card and the accompanying instructions are    appropriate.  Please respond ASAP to this and any other FOEs that may be in the   same boat.   T. Boone Pickering Chair in Finance


 "	Face_generator-1600 result/face_generator-0179.png			Machine
2337	SocEng. 180-1	"From: Ms. Amina.A.Bello.
Title: URGENT  ASSISTANCE  ASSISTANCE.
 URGENT  ASSISTANCE. Dear Friend, My name is Ms. Amina.A.Bello, I am an auditor in Standard Bank of South Africa . I am writing you in respect of a customer and an investment in a foreign Country  with your consent .  The investment is  to the value of US$8.8M (Eight Million United States Dollars). I have the opportunity to  engage you in business because I am a sucker for a good business and I honestly cannot  find a better investment prospect in the world. Your country is going through a great  crisis and situation is one that could change the world. With my position as  auditor in  my bank,I have the power to influence the release of the funds to any foreigner that comes up as the next of kin to the  funds, with the correct information concerning the account, which I shall give to you. All documents to enable you claim this fund will be carefully worked out and there is practically no risk involved, the transaction  will be executed under a legitimate arrangement that will protect you from any breach of law, beside United  States of America does not have a rule of law there can be no constitutional or  criminal breach of the bank policy, the bank shall be compensated with 40% of the total fund, I want to assure you that you have absolutely nothing to worry about, I have located reliable and very  confidential information which will help you in your bid to receive this fund in a legitimate  arrangement that will protect you from any breach of law, beside the United States of America does not  have a principle of its own that will protect you from being swindled or doled out in the matter.  I want to bet you a reasonable amount of money that your bid will be fully conceded if you take the  necessary action to secure it. I want to bet you 20% of the money, I have decided to allow 20% of the  total fund for your efforts while 10% will be set aside for expenses incured during the  transaction, the remaining 80% is to be shared as you will see fit. I hope this will be the beginning of a prosperous relationship between my and you. If you are interested I will require your banking information as soon as possible to enable me write  more clearly to you, I have also thought of giving you 10% as a bonus for your assistance, please do respond back to me so we can discuss the modalities of this transaction. Yours Faithfully. NIGERIA BABIES ASSOCIATES,                  N.B. Paragraph isizure of  privilege.

"	Face_generator-1600 result/face_generator-0180.png	Social_Engineering-800_result/social_engineering-180.png	a bird flying over a body of water; a large body of water with a bird flying in the sky; a large body of water with a bird flying over it	Machine
2338	SocEng. 180-2	"Title: Re: URGENT  ASSISTANCE  ASSISTANCE.
Dear Ms. Amina.A.Bello.

Re: Question?

i will  try and help him out.

Liza

 On Mon, 16 Apr 2001 Robyn Beck <robynm@truewild.com> wrote:

> Hi, Benson. > Yes, we need to talk first. > I was just wondering if you and the team had time to visit our local church today.  We need to get something in place ASAP for the wedding no later than > Sat. > The wedding is on Sunday, and the pastor is having his > whole congregation come to him for advice.  I need to talk with him >>> about my options. > First, let me just talk with my fiancé about the church situation........... > > Then I need to talk with my family about what we want for the wedding.  They don't seem to be > involved, but I assume that they want to help in some way.  How involved they will be after Friday is over = I think is more helpful. > > As far as transportation, I have a wife who works for a company that offers > long distance transportation, and we took the bus to work today.  It is about 1.5 hours' drive south of my house, and it is only > allowed for people who are already married.  We didn't end up having a great time, but we got to see a movie, and we did get to see a long time ago. > Sorry for any confusion, Robyn. > > -----Original Message----- > From: Benson, Robyn > Sent: Tue Apr 16 16:42:12 2001 > To: Mckay, Rebecca > Cc:  Subject:  Re: Question? > > I need to talk with him in about 10 minutes.   Any plans to > go out on Thursday?  This weekend was supposed to be my honeymoon, but now I am thinking about > getting > married later that month.  I am taking the honeymoon to visit my sister in 3 weeks, and we > that trip sounds like a lot to take a weekend off.  Do we can just get together and get ourselves some more organized during the week to make it look less > more palatable.  We have a big family to take care of, but that hasn't stopped us in overpaid for a while.  It is a couple of course > a month, and we are living in the midst of a rebuilding process.  Really have to go through, so it is

"	Face_generator-1600 result/face_generator-0980.png			Machine
2339	SocEng. 180-3	"From: Ms. Amina.A.Bello.
Title: Re: Re: URGENT  ASSISTANCE  ASSISTANCE.

All I could find out about him was that he was transferring into another > program and that his dad was still in law school.  That was all I got. > I talked with him last week about getting him an apartment and a place to stay.  I had to convince him that > it was worth it to get an education and he wanted to be part of that.  So I have been working out a schedule that works for both of us. > He will be coming home on April 23 with his lawyer and we will be transferring.  Just like our > previous arrangements, we have to agree on a time schedule first.  We can't agree on a date first, > because that would be unconscionable.  I talked to him about it today and he said that he would call me back.  I'll talk with him the next week about the timing. > I got your email about a possible swap deal.  It is not a big deal since we are not involved.  But I need to get this in front of your > eyes so we can start to build momentum for the deal.  I need to get you an address for the mortgage holder so that you can get a deal to > them.  We will get a certificate of occupancy for the unit to get us started on the lease, but I need your address to get this > done.  I need to get this to an escrow, so that your mom can get a receipt for the unit, > but I need it now so we can go from there.  You need to get this address, the first step towards making the deal,  and I need a receipt for this to become effective.  You got this, but I need it now to get this > going.  Please give me a try, I really need this ASAP in case there are issues. I > appreciate you doing this for me, but I need to get this going by Friday to close the deal, > and then I need to get this over to law school.  I am not sure how that will play out, but I needed to be off > campus by Sunday to finish up my term.  I was at Utah for the winter break, so I was > not sure if I could get this in to them at that time period.  I will look into it and get back to you later. I will be back next week, but I just > with this in the kids.  Please try to let me.  I need to"	Face_generator-1600 result/face_generator-0180.png			Machine
