,Unnamed: 0,filename,AttackType:Reconnaissance,AttackType:SocialEngineering,AttackType:Malware,AttackType:CredentialPhishing,Attacker Title,Urgency of the attack email,DateAndTime:Date,DateAndTime:time,Attacker Offering,AttackerLocation:Country,AttackerLocation:Region,AttackerLocation:City,AttackerLocation:Country From Content,Attacker Relationship,AttackerSentiment:polarity,AttackerSentiment:subjectivity,AttackerLanguageStyle:misspelling,AttackerLanguageStyle:randomCapital,Estimated Age,Attacker IP Known As Phisher,Total Deaths and Injuries,Total Damage,Disaster Count,GDP per capita,Internet Use,Age dependency,URL Label,URL Length,URL Classification,cosineCluster,ediCluster,jaccardCluster
3438,3438,50.json,True,True,False,False,businessman,2,2002-12-17,19:58,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.12,0.41,1,3,33.0,unknown,7811.0,1655.428,70.0,,,,,,,cluster 11,cluster 14,cluster 14
3439,3439,500.json,False,True,False,True,director,2,2003-10-21,12:09,Money,United States,Unknown,Unknown,United States,stranger,0.1,0.45,1,2,34.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 6,cluster 19,cluster 1
3440,3440,501.json,False,True,False,True,director,2,2003-10-21,12:09,Money,United States,Unknown,Unknown,United States,stranger,0.1,0.45,1,2,32.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 6,cluster 19,cluster 12
3441,3441,502.json,False,True,False,True,director,2,2003-10-21,12:12,Money,United States,Unknown,Unknown,United States,stranger,0.1,0.45,1,2,33.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 6,cluster 19,cluster 12
3442,3442,503.json,False,True,False,False,manager,1,2003-10-21,18:56,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.1,0.3,2,3,32.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 8,cluster 38,cluster 12
3443,3443,504.json,False,True,False,False,son,2,2002-10-06,09:29,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.04,0.5,1,1,34.0,unknown,7811.0,1655.428,70.0,1598.82,0.32,86.8,,,,cluster 1,cluster 2,cluster 11
3444,3444,505.json,True,True,True,True,son,1,2003-10-22,19:27,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.05,0.48,3,1,34.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,short,,cluster 12,cluster 11,cluster 3
3445,3445,506.json,True,False,False,False,person,1,2003-10-22,23:37,Money,Kuwait,Unknown,Unknown,Kuwait,stranger,0.13,0.33,2,2,34.0,unknown,96784.0,11282.3,82.0,41331.38,22.4,40.29,,,,cluster 6,cluster 17,cluster 11
3446,3446,507.json,False,False,False,True,son,1,2003-10-23,04:24,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.08,0.44,1,1,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 1,cluster 11,cluster 11
3447,3447,508.json,False,False,False,False,son,0,2003-10-23,09:01,Money,United States,Unknown,Unknown,United States,stranger,0.21,0.38,1,1,32.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 13,cluster 27,cluster 3
3448,3448,509.json,False,False,False,False,son,0,2003-10-23,09:01,Money,United States,Unknown,Unknown,United States,stranger,0.21,0.38,1,1,30.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 13,cluster 27,cluster 3
3449,3449,51.json,True,False,True,False,assistant,2,2002-12-24,22:52,Money,Angola,Unknown,Unknown,Angola,stranger,0.16,0.43,1,1,32.0,unknown,7811.0,1655.428,70.0,2444.42,0.27,98.82,,short,Society,cluster 10,cluster 57,cluster 4
3450,3450,510.json,True,False,False,False,secretary,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.4,2,2,33.0,unknown,,,,,,,,,,cluster 7,cluster 55,cluster 17
3451,3451,511.json,True,True,False,True,manager,1,2002-05-15,00:43,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.04,0.28,2,1,35.0,unknown,7811.0,1655.428,70.0,,,,,,,cluster 8,cluster 51,cluster 4
3452,3452,512.json,False,False,False,False,wife,2,,,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.07,0.52,3,2,30.0,unknown,,,,,,,,,,cluster 6,cluster 23,cluster 6
3453,3453,513.json,True,False,True,False,driver,2,,,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.15,0.49,1,1,33.0,unknown,,,,,,,bad,short,Adult,cluster 11,cluster 65,cluster 18
3454,3454,514.json,False,False,True,False,driver,2,,,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.15,0.49,1,1,29.0,unknown,,,,,,,bad,short,Adult,cluster 11,cluster 44,cluster 5
3455,3455,515.json,True,True,True,True,no title exist,2,2003-10-24,15:37,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.12,0.44,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,bad,short,Adult,cluster 2,cluster 26,cluster 17
3456,3456,516.json,True,False,False,True,son,0,2003-10-24,21:11,Service,Netherlands,Unknown,Unknown,Netherlands,friend of friend,0.09,0.41,2,1,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 13,cluster 46,cluster 2
3457,3457,517.json,True,False,False,True,head,1,2003-10-25,05:54,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.08,0.42,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 4,cluster 12,cluster 9
3458,3458,518.json,False,False,True,False,widow,0,,,Money,France,Unknown,Unknown,France,stranger,0.09,0.36,2,1,34.0,unknown,,,,,,,bad,short,Adult,cluster 2,cluster 44,cluster 18
3459,3459,519.json,True,False,True,False,no title exist,2,2003-10-26,21:57,Unknown,Netherlands,Unknown,Unknown,Netherlands,stranger,0.04,0.37,2,2,30.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,good,short,,cluster 11,cluster 22,cluster 3
3460,3460,52.json,True,True,False,False,auditor,2,2002-12-28,13:36,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.1,0.45,1,1,32.0,unknown,7811.0,1655.428,70.0,1598.82,0.32,86.8,,,,cluster 8,cluster 11,cluster 11
3461,3461,520.json,False,False,False,False,manager,2,2003-10-27,07:31,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.17,0.45,2,3,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 57,cluster 14
3462,3462,521.json,False,False,False,False,manager,2,2003-10-27,07:31,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.17,0.45,2,3,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 57,cluster 4
3463,3463,522.json,True,True,False,False,no title exist,2,,,Money,United States,Unknown,Unknown,United States,stranger,0.02,0.36,1,2,30.0,unknown,,,,,,,,,,cluster 3,cluster 26,cluster 8
3464,3464,523.json,False,False,False,False,son,1,2003-10-28,05:01,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.06,0.45,1,1,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 1,cluster 22,cluster 3
3465,3465,524.json,True,False,False,False,no title exist,2,2003-10-28,11:59,Money,Pakistan,Unknown,Unknown,Pakistan,friend of friend,0.04,0.45,1,1,33.0,unknown,96784.0,11282.3,82.0,856.32,5.04,81.6,,,,cluster 2,cluster 27,cluster 3
3466,3466,525.json,True,True,True,True,manager,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.1,0.49,1,1,34.0,unknown,,,,,,,bad,short,Adult,cluster 3,cluster 61,cluster 22
3467,3467,526.json,True,False,True,False,no title exist,1,,,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.11,0.49,3,2,34.0,unknown,,,,,,,bad,short,Business,cluster 7,cluster 50,cluster 5
3468,3468,527.json,False,True,False,True,no title exist,1,2003-10-30,08:59,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.19,0.47,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 3,cluster 29,cluster 10
3469,3469,528.json,True,False,False,True,no title exist,1,2003-10-30,18:42,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.01,0.52,1,1,33.0,unknown,96784.0,11282.3,82.0,2523.38,0.6,84.68,,,,cluster 2,cluster 13,cluster 3
3470,3470,529.json,True,True,True,False,director,2,2003-10-31,00:55,Service,Switzerland,Unknown,Unknown,Switzerland,stranger,0.1,0.43,1,1,34.0,unknown,96784.0,11282.3,82.0,67385.3,65.1,47.81,,short,,cluster 8,cluster 9,cluster 13
3471,3471,53.json,True,True,True,False,no title exist,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.06,0.39,1,2,33.0,unknown,,,,,,,,short,,cluster 5,cluster 5,cluster 5
3472,3472,530.json,False,True,True,False,director,2,2003-10-31,00:55,Service,Switzerland,Unknown,Unknown,Switzerland,stranger,0.1,0.43,1,1,34.0,unknown,96784.0,11282.3,82.0,67385.3,65.1,47.81,,short,,cluster 8,cluster 3,cluster 3
3473,3473,531.json,False,True,True,False,director,2,2003-10-31,01:38,Service,Switzerland,Unknown,Unknown,Switzerland,stranger,0.1,0.43,1,1,34.0,unknown,96784.0,11282.3,82.0,67385.3,65.1,47.81,,short,,cluster 8,cluster 3,cluster 3
3474,3474,532.json,False,True,True,False,director,2,2003-10-31,01:38,Service,Switzerland,Unknown,Unknown,Switzerland,stranger,0.1,0.43,1,1,30.0,unknown,96784.0,11282.3,82.0,67385.3,65.1,47.81,,short,,cluster 8,cluster 11,cluster 11
3475,3475,533.json,True,True,True,False,attorney,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.03,0.33,2,1,32.0,unknown,,,,,,,bad,short,Adult,cluster 7,cluster 59,cluster 18
3476,3476,534.json,False,False,False,True,manager,2,2003-10-31,14:12,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.34,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 20,cluster 10
3477,3477,535.json,True,True,True,False,no title exist,2,2003-11-04,13:36,Money,Benin,Unknown,Unknown,Benin,stranger,0.04,0.43,2,2,34.0,unknown,96784.0,11282.3,82.0,988.63,0.95,92.28,good,long,Arts,cluster 11,cluster 9,cluster 3
3478,3478,536.json,False,False,True,True,manager,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.31,1,2,30.0,unknown,,,,,,,bad,short,Adult,cluster 3,cluster 58,cluster 5
3479,3479,537.json,False,True,False,False,no title exist,2,2003-11-05,13:17,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.13,0.46,2,2,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 3,cluster 46,cluster 2
3480,3480,538.json,False,True,False,True,no title exist,2,2003-11-06,12:30,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.21,0.51,2,1,35.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,,,cluster 3,cluster 7,cluster 1
3481,3481,539.json,False,True,False,True,no title exist,2,2003-11-06,13:13,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.21,0.51,2,1,30.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,,,cluster 3,cluster 7,cluster 1
3482,3482,54.json,True,True,True,False,no title exist,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.06,0.44,3,1,35.0,unknown,,,,,,,good,short,Arts,cluster 5,cluster 8,cluster 7
3483,3483,540.json,False,True,False,True,staff,2,2003-11-06,01:44,Money,United States,Unknown,Unknown,United States,stranger,0.04,0.3,3,1,34.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 12,cluster 34,cluster 1
3484,3484,541.json,True,False,False,False,chairman,1,2003-11-06,01:57,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.11,0.39,2,2,34.0,unknown,96784.0,11282.3,82.0,1012.1,1.19,79.91,,,,cluster 8,cluster 2,cluster 11
3485,3485,542.json,True,False,True,False,widow,1,2003-11-06,09:34,Unknown,Nigeria,Unknown,Unknown,Nigeria,stranger,0.05,0.44,1,1,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,short,,cluster 6,cluster 40,cluster 4
3486,3486,543.json,False,False,True,True,no title exist,0,2003-11-06,20:42,Service,Netherlands,Unknown,Unknown,Netherlands,friend of friend,0.1,0.42,2,1,33.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,short,,cluster 2,cluster 3,cluster 3
3487,3487,544.json,True,True,False,False,no title exist,2,,,Money,United Kingdom,England,Chalfont Saint Peter,Unknown,stranger,0.07,0.55,2,2,33.0,low,,,,,,,,,,cluster 6,cluster 48,cluster 10
3488,3488,545.json,False,True,False,False,no title exist,2,,,Money,United Kingdom,England,Chalfont Saint Peter,Unknown,stranger,0.07,0.55,2,2,34.0,low,,,,,,,,,,cluster 6,cluster 6,cluster 10
3489,3489,546.json,False,True,False,True,manager,2,2003-11-08,08:24,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.12,0.5,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 4,cluster 14
3490,3490,547.json,True,True,False,False,no title exist,2,,,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.05,0.36,1,1,33.0,unknown,,,,,,,,,,cluster 7,cluster 55,cluster 17
3491,3491,548.json,True,False,True,False,no title exist,2,2000-05-11,20:49,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.06,0.4,2,3,33.0,unknown,6820.0,415.42,48.0,1376.42,0.06,86.64,good,short,Arts,cluster 2,cluster 13,cluster 3
3492,3492,549.json,False,True,False,False,no title exist,2,2003-11-12,16:22,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.41,1,1,30.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 3,cluster 42,cluster 10
3493,3493,55.json,True,False,True,False,manager,1,2003-01-01,13:50,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.41,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,good,short,Adult,cluster 10,cluster 55,cluster 7
3494,3494,550.json,False,False,False,False,no title exist,2,2003-11-13,12:53,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.11,0.53,1,2,34.0,unknown,96784.0,11282.3,82.0,1163.98,2.1,89.92,,,,cluster 11,cluster 2,cluster 11
3495,3495,551.json,True,True,True,True,wife,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.08,0.51,2,2,33.0,unknown,,,,,,,,short,,cluster 10,cluster 55,cluster 17
3496,3496,552.json,True,False,False,False,no title exist,1,2003-11-14,13:17,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.05,0.37,2,2,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 2,cluster 14,cluster 10
3497,3497,553.json,False,False,False,False,no title exist,0,2003-11-12,20:47,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.11,0.36,2,2,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 11,cluster 3,cluster 3
3498,3498,554.json,True,True,True,False,no title exist,2,2003-11-14,17:10,Money,Benin,Unknown,Unknown,Benin,friend of friend,0.13,0.44,2,1,33.0,unknown,96784.0,11282.3,82.0,988.63,0.95,92.28,,short,Adult,cluster 10,cluster 28,cluster 13
3499,3499,555.json,True,False,False,False,no title exist,1,2003-11-17,16:53,Money,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.11,0.35,2,1,33.0,unknown,96784.0,11282.3,82.0,1102.23,1.8,80.49,,,,cluster 3,cluster 13,cluster 3
3500,3500,556.json,False,False,False,True,no title exist,1,2003-11-17,17:47,Service,South Africa,Unknown,Unknown,South Africa,stranger,0.12,0.46,1,2,33.0,unknown,96784.0,11282.3,82.0,6266.02,7.01,57.71,,,,cluster 11,cluster 7,cluster 1
3501,3501,557.json,False,False,False,False,son,1,2003-11-17,17:49,Money,South Africa,Unknown,Unknown,South Africa,friend of friend,0.07,0.6,2,1,29.0,unknown,96784.0,11282.3,82.0,6266.02,7.01,57.71,,,,cluster 13,cluster 34,cluster 1
3502,3502,558.json,False,False,False,False,no title exist,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.22,0.5,1,2,33.0,unknown,,,,,,,,,,cluster 5,cluster 26,cluster 8
3503,3503,559.json,True,False,False,False,wife,2,2003-11-19,15:49,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.04,0.4,2,1,34.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,,,cluster 4,cluster 3,cluster 3
3504,3504,56.json,True,False,False,False,controller,1,2000-01-04,17:42,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.09,0.29,2,2,34.0,unknown,6820.0,415.42,48.0,1376.42,0.06,86.64,,,,cluster 11,cluster 2,cluster 11
3505,3505,560.json,True,False,True,False,christian,1,2003-11-19,20:58,Money,Angola,Unknown,Unknown,Angola,stranger,0.26,0.5,1,1,34.0,unknown,96784.0,11282.3,82.0,2433.86,0.37,98.48,,short,,cluster 10,cluster 4,cluster 14
3506,3506,561.json,True,False,False,False,manager,2,1980-11-20,18:24,Money,United States,Unknown,Unknown,United States,stranger,0.19,0.45,3,2,34.0,unknown,,,,28589.67,,52.04,,,,cluster 6,cluster 15,cluster 4
3507,3507,562.json,True,True,False,False,manager,2,1980-11-20,18:25,Money,United States,Unknown,Unknown,United States,stranger,0.18,0.45,2,2,34.0,unknown,,,,28589.67,,52.04,,,,cluster 6,cluster 18,cluster 13
3508,3508,563.json,True,False,False,False,manager,2,1980-11-20,18:25,Money,United States,Unknown,Unknown,United States,stranger,0.19,0.45,2,2,34.0,unknown,,,,28589.67,,52.04,,,,cluster 6,cluster 15,cluster 4
3509,3509,564.json,True,False,False,False,adviser,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.14,0.47,1,1,33.0,unknown,,,,,,,,,,cluster 8,cluster 26,cluster 8
3510,3510,565.json,True,True,False,False,attorney,2,2003-11-22,02:52,Money,Nigeria,Unknown,Unknown,Nigeria,unknown,0.06,0.33,2,2,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 10,cluster 38,cluster 12
3511,3511,566.json,False,False,False,False,person,1,2003-11-24,10:48,Money,Tunisia,Unknown,Unknown,Tunisia,stranger,0.11,0.41,1,1,34.0,unknown,96784.0,11282.3,82.0,3226.65,6.49,51.93,,,,cluster 9,cluster 3,cluster 3
3512,3512,567.json,True,False,False,False,brother,2,2003-11-24,22:50,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.19,0.46,2,1,35.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,,,cluster 8,cluster 11,cluster 11
3513,3513,568.json,False,False,False,False,brother,2,2003-11-24,23:58,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.19,0.46,2,1,36.0,unknown,96784.0,11282.3,82.0,424.23,0.03,86.16,,,,cluster 8,cluster 2,cluster 2
3514,3514,569.json,True,False,False,False,son,1,2003-11-24,13:36,Money,Ghana,Unknown,Unknown,Ghana,friend of friend,0.02,0.42,2,1,34.0,unknown,96784.0,11282.3,82.0,1012.1,1.19,79.91,,,,cluster 15,cluster 30,cluster 3
3515,3515,57.json,True,True,False,False,secretary,2,1999-01-01,21:08,Money,Gambia,Unknown,Unknown,Gambia,stranger,0.04,0.34,2,1,35.0,unknown,162519.0,61610.279,39.0,,,,,,,cluster 8,cluster 40,cluster 13
3516,3516,570.json,True,True,True,False,officer,2,2003-11-25,04:17,Money,Benin,Unknown,Unknown,Benin,stranger,0.08,0.35,2,1,34.0,unknown,96784.0,11282.3,82.0,988.63,0.95,92.28,,short,,cluster 8,cluster 40,cluster 13
3517,3517,571.json,False,True,True,False,officer,2,2003-11-25,04:17,Money,Benin,Unknown,Unknown,Benin,stranger,0.08,0.35,2,1,35.0,unknown,96784.0,11282.3,82.0,988.63,0.95,92.28,,short,,cluster 8,cluster 22,cluster 11
3518,3518,572.json,True,True,False,True,manager,2,2003-11-25,06:37,Money,Nigeria,Unknown,Unknown,Nigeria,unknown,0.14,0.5,2,2,34.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 8,cluster 35,cluster 12
3519,3519,573.json,True,False,False,True,no title exist,2,2003-11-25,14:00,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.1,0.48,2,2,35.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 11,cluster 2,cluster 2
3520,3520,574.json,True,True,False,False,son,2,2003-11-25,17:04,Money,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.11,0.47,3,1,30.0,unknown,96784.0,11282.3,82.0,1102.23,1.8,80.49,,,,cluster 1,cluster 33,cluster 2
3521,3521,575.json,True,False,False,True,son,1,2003-11-25,15:26,Money,Netherlands,Unknown,Unknown,Netherlands,stranger,0.09,0.32,1,1,33.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 1,cluster 3,cluster 11
3522,3522,576.json,False,False,False,False,accountant,1,2003-11-26,02:42,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.19,0.52,1,3,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 2,cluster 2,cluster 2
3523,3523,577.json,True,False,False,False,no title exist,2,2003-11-26,17:02,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.11,0.53,1,2,33.0,unknown,96784.0,11282.3,82.0,1163.98,2.1,89.92,,,,cluster 11,cluster 30,cluster 11
3524,3524,578.json,False,False,False,False,no title exist,2,2003-11-26,17:18,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.11,0.53,1,2,33.0,unknown,96784.0,11282.3,82.0,1163.98,2.1,89.92,,,,cluster 11,cluster 17,cluster 2
3525,3525,579.json,True,True,True,False,no title exist,2,2003-11-26,23:39,Money,Israel,Central District,Petaẖ Tiqwa,Unknown,stranger,0.08,0.36,1,1,34.0,low,96784.0,11282.3,82.0,26360.09,19.59,61.13,,short,,cluster 8,cluster 9,cluster 13
3526,3526,58.json,True,True,False,False,secretary,2,1999-01-02,00:43,Money,Gambia,Unknown,Unknown,Gambia,stranger,0.04,0.34,2,1,34.0,unknown,162519.0,61610.279,39.0,,,,,,,cluster 8,cluster 18,cluster 4
3527,3527,580.json,True,True,False,False,no title exist,2,2003-11-27,08:54,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.06,0.42,2,1,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 11,cluster 3,cluster 3
3528,3528,581.json,True,False,True,False,no title exist,1,2003-11-28,16:50,Service,South Africa,Unknown,Unknown,South Africa,stranger,0.1,0.4,1,2,34.0,unknown,96784.0,11282.3,82.0,6266.02,7.01,57.71,bad,short,Business,cluster 11,cluster 15,cluster 14
3529,3529,582.json,True,True,False,False,auditor,2,2001-05-10,02:17,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.04,0.53,1,3,34.0,unknown,209137.0,7413.5,30.0,1421.71,0.09,86.77,,,,cluster 8,cluster 2,cluster 11
3530,3530,583.json,True,True,False,True,no title exist,2,2003-11-30,15:03,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.13,0.46,2,1,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 3,cluster 4,cluster 14
3531,3531,584.json,True,False,False,True,wife,1,2003-11-30,11:18,Money,Spain,Unknown,Unknown,Spain,stranger,0.15,0.49,1,1,34.0,unknown,96784.0,11282.3,82.0,30037.62,39.93,44.9,,,,cluster 12,cluster 22,cluster 3
3532,3532,585.json,False,True,False,False,member,2,2003-11-30,02:08,Unknown,Nigeria,Unknown,Unknown,Nigeria,stranger,0.01,0.38,1,1,35.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 9,cluster 7,cluster 1
3533,3533,586.json,False,False,True,False,son,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.14,0.58,2,1,33.0,unknown,,,,,,,good,long,Arts,cluster 12,cluster 25,cluster 9
3534,3534,587.json,False,False,True,False,son,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.14,0.58,2,1,34.0,unknown,,,,,,,good,long,Arts,cluster 12,cluster 53,cluster 8
3535,3535,588.json,True,False,True,False,no title exist,2,2003-12-01,10:12,Service,United Kingdom,England,City of Westminster,Unknown,stranger,0.22,0.37,1,1,34.0,low,96784.0,11282.3,82.0,38331.61,64.82,52.39,,short,,cluster 6,cluster 27,cluster 13
3536,3536,589.json,True,False,False,False,boy,0,2003-12-01,22:12,Money,Netherlands,Unknown,Unknown,Netherlands,unknown,0.4,0.47,1,3,34.0,unknown,96784.0,11282.3,82.0,46811.89,64.35,47.76,,,,cluster 13,cluster 3,cluster 3
3537,3537,59.json,True,True,False,False,chairman,1,2003-01-15,05:06,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.12,0.4,1,3,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 10,cluster 14,cluster 14
3538,3538,590.json,False,True,True,False,son,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.14,0.58,2,1,34.0,unknown,,,,,,,good,long,Arts,cluster 12,cluster 10,cluster 9
3539,3539,591.json,True,False,True,False,stepson,2,2003-12-02,15:09,Unknown,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.09,0.43,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,bad,short,Arts,cluster 8,cluster 16,cluster 9
3540,3540,592.json,True,True,True,True,brother,2,2003-12-03,19:38,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.22,0.39,1,1,34.0,unknown,96784.0,11282.3,82.0,,,,good,short,Arts,cluster 8,cluster 10,cluster 9
3541,3541,593.json,True,False,False,False,person,1,2003-12-04,03:41,Money,Kuwait,Unknown,Unknown,Kuwait,stranger,0.04,0.37,2,1,34.0,unknown,96784.0,11282.3,82.0,41331.38,22.4,40.29,,,,cluster 6,cluster 11,cluster 3
3542,3542,594.json,True,False,True,True,no title exist,2,2003-12-04,16:52,Money,United States,Unknown,Unknown,United States,stranger,0.14,0.46,1,2,34.0,unknown,96784.0,11282.3,82.0,45980.51,61.7,50.48,,short,,cluster 2,cluster 18,cluster 4
3543,3543,595.json,True,False,False,False,director,0,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.07,0.41,2,2,34.0,unknown,,,,,,,,,,cluster 7,cluster 26,cluster 17
3544,3544,596.json,True,False,True,True,child,1,2003-12-07,10:57,Money,Japan,Unknown,Unknown,Japan,friend of friend,0.06,0.42,3,1,35.0,unknown,96784.0,11282.3,82.0,42744.01,48.44,48.63,,short,Adult,cluster 1,cluster 27,cluster 13
3545,3545,597.json,False,False,True,True,manager,2,2003-12-10,00:47,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.08,0.32,2,2,34.0,unknown,96784.0,11282.3,82.0,,,,,short,,cluster 8,cluster 20,cluster 10
3546,3546,598.json,True,True,True,False,no title exist,2,2003-12-10,05:17,Money,Singapore,Unknown,Unknown,Singapore,stranger,0.1,0.48,1,1,34.0,unknown,96784.0,11282.3,82.0,35609.67,53.84,33.39,,short,Business,cluster 11,cluster 57,cluster 14
3547,3547,599.json,True,False,False,False,no title exist,0,,,Money,Morocco,Unknown,Unknown,Morocco,stranger,0.07,0.34,3,3,33.0,unknown,,,,,,,,,,cluster 5,cluster 39,cluster 17
3548,3548,6.json,False,True,True,False,solicitor,2,,,Money,United States,California,San Jose,Unknown,unknown,0.07,0.3,1,1,33.0,low,,,,,,,,long,,cluster 10,cluster 12,cluster 10
